title,type,genre,themes,mood,description,imdb_rating,my_rating,year
The Terminator,movie,"sci-fi, action","destiny, time-travel, AI",intense,A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine from murdering Sarah Connor.,8.1,8.1,1984
Terminator 2: Judgment Day,movie,"sci-fi, action","protection, hope, technology","epic, thrilling","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son from an even more advanced model.",8.6,8.6,1991
Terminator 3: Rise of the Machines,movie,"sci-fi, action","fate, inevitability",explosive,A now-adult John Connor is targeted by a female cyborg assassin while another Terminator is sent back to protect him.,6.3,6.3,2003
Terminator Salvation,movie,"sci-fi, action","war, machines, leadership","gritty, industrial","In 2018, John Connor leads the resistance against Skynet while a mysterious stranger with memory loss joins the fight.",6.5,6.5,2009
Terminator Genisys,movie,"sci-fi, action","alternate-timeline, paradox",chaotic,"Kyle Reese is sent back to 1984 to save Sarah Connor, but the timeline has been altered, creating a new and dangerous future.",6.3,6.3,2015
Terminator: Dark Fate,movie,"sci-fi, action","legacy, survival, augmented-humans",serious,Sarah Connor and a hybrid cyborg human must protect a young girl from a newly modified liquid Terminator from the future.,6.2,6.5,2019
Life is Beautiful,movie,"drama, war","hope, parenting, imagination","heartwarming, tragic",A Jewish librarian uses humor and imagination to shield his young son from the horrors of a Nazi concentration camp.,8.6,9,1997
Half Nelson,movie,drama,"addiction, mentorship, ethics","raw, wise",An inner-city middle-school teacher with a drug habit forms an unlikely friendship with a student who catches him using.,7.1,7.1,2006
I Am Sam,movie,drama,"parenting, disability, love",emotional,"A mentally handicapped man fights for custody of his daughter, teaching his high-priced lawyer about the true value of family.",7.6,7.9,2001
The Pianist,movie,"drama, history","survival, music, holocaust",powerful,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto during World War II.,8.5,9,2002
The Perks of Being a Wallflower,movie,"drama, romance","mental health, growth, friendship",poignant,An introverted freshman is taken under the wings of two seniors who welcome him to the real world and help him heal.,7.9,8,2012
Atonement,movie,"drama, romance","guilt, war, consequences","tragic, elegant","A young girl's false accusation changes the lives of her sister and her lover forever, leading to a decades-long search for forgiveness.",7.8,8,2007
Her,movie,"sci-fi, romance","AI, loneliness, intimacy","melancholic, smart","In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",8,8,2013
Finding Neverland,movie,"drama, biography","imagination, legacy, grief",magical,The story of the friendship between author J.M. Barrie and the family that inspired him to create the world of Peter Pan.,7.7,7.7,2004
The Terminal,movie,"comedy, drama","bureaucracy, patience, hope",charming,An Eastern European tourist finds himself stranded in JFK airport when his country undergoes a coup and his passport becomes invalid.,7.4,7.5,2004
Oblivion,movie,"sci-fi, action","memory, drones, identity",atmospheric,A veteran assigned to extract Earth's remaining resources begins to question his mission and his past after rescuing a stranger.,7,7.5,2013
First Man,movie,"drama, history","space-race, grief, obsession","stoic, tense",A look at the life of the astronaut Neil Armstrong and the legendary space mission that led him to become the first man to walk on the moon.,7.3,7.3,2018
The Adam Project,movie,"sci-fi, adventure","time-travel, family, legacy","fun, nostalgic",A time-traveling pilot teams up with his younger self and his late father to come to terms with his past while saving the future.,6.7,7,2022
Free Guy,movie,"comedy, sci-fi","AI, self-awareness, gaming","vibrant, fun",A bank teller discovers he is actually a background player in an open-world video game and decides to become the hero of his own story.,7.1,7.4,2021
Life,movie,"sci-fi, horror","alien-biology, survival, isolation",terrifying,A team of scientists aboard the International Space Station discover a rapidly evolving life-form that caused extinction on Mars.,6.6,6.9,2017
Passengers,movie,"sci-fi, romance","morality, isolation, space-travel","glossy, tense","A spacecraft traveling to a distant colony planet has a malfunction in its sleep chambers, resulting in two passengers waking up 90 years early.",7,7.5,2016
Independence Day,movie,"sci-fi, action","alien-invasion, global-unity","epic, heroic","The world's satellite systems are thrown into chaos by a massive alien spacecraft, leading to a global struggle for survival on July 4th.",7,7.5,1996
Ad Astra,movie,"sci-fi, drama","father-son, solitude, space",meditative,An astronaut undertakes a dangerous mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition.,6.5,6.5,2019
Pacific Rim,movie,"sci-fi, action","giant-monsters, mecha, teamwork",spectacular,"As a war between humankind and monstrous sea creatures continues, a former pilot and a trainee are paired up to drive a legendary robot.",7,7.5,2013
Pacific Rim: Uprising,movie,"sci-fi, action","legacy, rebellion, kaiju",high-octane,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots against a new Kaiju threat.",5.6,6,2018
Predestination,movie,"sci-fi, thriller","time-paradox, identity, fate",mind-bending,A temporal agent embarks on a final time-traveling assignment to stop the one criminal that has eluded him throughout time.,7.4,8,2014
Avatar,movie,"sci-fi, fantasy","environmentalism, colonization",immersive,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting his new home.,7.9,7.9,2009
Avatar: The Way of Water,movie,"sci-fi, fantasy","family, ocean-life, protection",breathtaking,"Jake Sully lives with his newfound family on the planet of Pandora. When a familiar threat returns, Jake must work with Neytiri and the Na'vi army.",7.6,7.6,2022
Avatar: Fire and Ash,movie,"sci-fi, fantasy","revenge, fire-tribe, culture",intense,"The third installment explores a more aggressive side of the Na'vi—the ""Ash People""—led by Varang, testing Jake and Neytiri’s resilience.",7.5,7.5,2025
Snowpiercer,movie,"sci-fi, action","class-warfare, survival, climate","gritty, smart","In a future where a failed climate-change experiment kills all life on the planet, survivors inhabit a train that travels around the globe.",7.1,7.1,2013
Just Friends,movie,rom-com,"friend-zone, transformation",hilarious,"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was ""just friends"" with.",6.2,6.6,2005
"Definitely, Maybe",movie,rom-com,"mystery, fatherhood, timing","charming, sweet",A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter by changing the names in his stories.,7.1,7.1,2008
Up in the Air,movie,"drama, comedy","detachment, career, connection",sophisticated,"Ryan Bingham enjoys living out of a suitcase for his job, but he begins to question his lifestyle after falling for a fellow traveler.",7.4,7.4,2009
Role Models,movie,comedy,"mentorship, maturity, LARPing","raunchy, fun",Two energy drink salesmen are forced to enroll in a big brother program for troubled youth after trashing a company truck.,6.8,7,2008
Admission,movie,"comedy, drama","secrets, motherhood, education",lighthearted,A Princeton admissions officer's life is upended when she visits an alternative high school and meets a student who might be the son she gave up.,5.7,6.5,2013
2012,movie,"action, sci-fi","apocalypse, survival, family",catastrophic,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind as predicted by the Mayans.,5.9,7.5,2009
Moonfall,movie,"sci-fi, action","conspiracy, space, apocalypse",chaotic,A mysterious force knocks the Moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,5.1,5.9,2022
This Is 40,movie,"comedy, drama","aging, marriage, parenting","raw, funny","A look at the lives of Pete and Debbie a few years after the events of Knocked Up, as they each handle their 40th birthdays.",6.2,6.6,2012
"I Love You, Man",movie,comedy,"bromance, friendship, marriage","awkward, sweet","A friendless guy goes on a series of ""man-dates"" to find a Best Man for his upcoming wedding, eventually meeting a charismatic stranger.",7,7,2009
She's Out of My League,movie,rom-com,"insecurity, status, attraction","goofy, fun","An average Joe is stunned when a gorgeous, successful woman falls for him, leading to a struggle with his own lack of confidence.",6.4,7,2010
Stuck in Love,movie,"drama, romance","family, writing, connection",heartfelt,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of a year.",7.2,7.5,2012
Accepted,movie,comedy,"rebellion, education, creativity",lighthearted,"Reeling from multiple college rejections, a high school senior creates a fake university that inadvertently becomes a real sanctuary for misfits.",6.4,6.9,2006
Harry Potter and the Sorcerer's Stone,movie,fantasy,"magic, belonging",whimsical,An orphan discovers he's a wizard and attends a magical school where he uncovers a dark secret about his past.,7.6,7.6,2001
Harry Potter and the Chamber of Secrets,movie,fantasy,"prejudice, mystery",atmospheric,"Harry returns for his second year to find a mysterious chamber has been opened, releasing a monster that petrifies students.",7.4,7.4,2002
Harry Potter and the Prisoner of Azkaban,movie,fantasy,"time, truth, family",dark,"Harry faces a convicted murderer who has escaped the wizard prison, leading to revelations about his parents' death.",7.9,7.9,2004
Harry Potter and the Goblet of Fire,movie,fantasy,"competition, return",intense,Harry is mysteriously entered into a dangerous tournament while the dark lord Voldemort begins his return to power.,7.7,7.7,2005
Harry Potter and the Order of the Phoenix,movie,fantasy,"rebellion, authority",tense,"With the wizarding world in denial about Voldemort's return, Harry forms a secret student group to prepare for war.",7.5,7.5,2007
Harry Potter and the Half-Blood Prince,movie,fantasy,"origins, sacrifice",melancholic,"As the wizarding world falls into darkness, Harry discovers an old textbook that helps him learn about Voldemort's past.",7.6,7.6,2009
Harry Potter and the Deathly Hallows: Part 1,movie,fantasy,"isolation, mission",somber,"Harry, Ron, and Hermione leave Hogwarts to track down and destroy the secret to Voldemort's immortality.",7.7,7.7,2010
Harry Potter and the Deathly Hallows: Part 2,movie,fantasy,"heroism, finality",epic,The final battle between the forces of good and evil breaks out at Hogwarts as Harry faces his destiny.,8.1,8.1,2011
Jurassic Park,movie,sci-fi,"genetics, ethics",spectacular,Scientists and visitors at a theme park featuring cloned dinosaurs must fight for survival after a power failure releases the beasts.,8.2,8.2,1993
The Lost World: Jurassic Park,movie,sci-fi,"protection, greed",dark,"A research team is sent to the ""Site B"" island to study the dinosaurs before a corporate team can capture them.",6.5,6.5,1997
Jurassic Park III,movie,sci-fi,"survival, rescue",tense,A couple convinces a paleontologist to guide them over a dinosaur-infested island to find their missing son.,5.9,5.9,2001
Jurassic World,movie,sci-fi,bio-engineering,exhilarating,"A new theme park, built on the original site, creates a genetically modified hybrid dinosaur that escapes and causes chaos.",6.9,7,2015
Jurassic World: Fallen Kingdom,movie,sci-fi,"conservation, greed",catastrophic,"After a volcanic eruption threatens the island, a rescue mission uncovers a conspiracy that brings dinosaurs to the mainland.",6.1,6.5,2018
Jurassic World Dominion,movie,sci-fi,"coexistence, ecology",global,"Dinosaurs now live alongside humans worldwide, leading to a global struggle for dominance over the planet's ecosystem.",5.6,6,2022
Jurassic World Rebirth,movie,sci-fi,"reboot, discovery",mysterious,"Set five years after Dominion, a covert team races to secure genetic material from the world's most powerful dinosaurs.",6.8,7,2025
The Fast and the Furious,movie,action,"loyalty, undercover",cool,"An undercover cop infiltrates a street racing subculture to catch a crew of hijackers, but starts to bond with the leader.",6.8,6.8,2001
2 Fast 2 Furious,movie,action,"redemption, crime",fun,Ex-cop Brian O'Conner is recruited to take down a drug lord in Miami in exchange for clearing his criminal record.,5.9,6,2003
The Fast and the Furious: Tokyo Drift,movie,action,"drift, honor",vibrant,An American teenager is sent to Tokyo to live with his father and becomes immersed in the city's drifting scene.,6,6.5,2006
Fast & Furious,movie,action,"revenge, reunion",gritty,Dom and Brian are forced to work together again to take down a common enemy in the drug cartel.,6.5,6.5,2009
Fast Five,movie,action,"heist, family",high-octane,The crew plans a massive heist in Rio de Janeiro to buy their freedom while being hunted by a federal agent.,7.3,7.3,2011
Fast & Furious 6,movie,action,"amnesty, amnesia",explosive,The team is recruited to take down a group of mercenaries in exchange for full pardons and a chance to find Letty.,7,7.5,2013
Furious 7,movie,action,"brotherhood, legacy",emotional,"A vengeful assassin hunts the crew for the death of his brother, leading to a final ride across the globe.",7.1,7.5,2015
The Fate of the Furious,movie,action,"betrayal, hacking",intense,"A mysterious woman seduces Dom into the world of terrorism, forcing the team to face their leader to bring him home.",6.6,6.6,2017
Hobbs & Shaw,movie,action,"alliance, cybernetics",chaotic,Unlikely allies Hobbs and Shaw must work together to stop a genetically enhanced villain from unleashing a virus.,6.5,7,2019
F9: The Fast Saga,movie,action,"family-rivalry, magnets",wild,Dom must face the sins of his past when his estranged brother Jacob appears as a deadly assassin and driver.,5.2,6.5,2021
Fast X,movie,action,"revenge, tech",relentless,"The son of a former enemy emerges to tear Dom's family apart, leading to a multi-continent battle for survival.",5.7,6.6,2023
Fast Forever,movie,action,"finality, closure",epic,The final high-stakes race where the core family must settle their score with the ultimate adversary once and for all.,7,7,2026
Mission: Impossible,movie,thriller,"betrayal, espionage",suspenseful,An IMF agent must clear his name after being framed for the murder of his entire team during a botched mission.,7.2,7.2,1996
Mission: Impossible II,movie,action,"bio-warfare, romance",stylish,Ethan Hunt must find and destroy a genetically modified disease before a rogue agent can unleash it.,6.1,6.1,2000
Mission: Impossible III,movie,action,"marriage, threat",intense,Ethan Hunt comes out of retirement to face a sadistic arms dealer who threatens his wife and his legacy.,6.9,6.9,2006
M.I. - Ghost Protocol,movie,action,"stealth, tech-failure",slick,"After the IMF is blamed for a bombing, the team goes rogue to stop a nuclear extremist from starting a war.",7.4,7.4,2011
M.I. - Rogue Nation,movie,action,"shadow-org, loyalty",clever,"Ethan and his team take on ""The Syndicate,"" a network of rogue agents intent on destroying the IMF and the world.",7.4,7.4,2015
M.I. - Fallout,movie,action,"consequences, trade",breathtaking,A mission gone wrong forces Ethan to deal with past mistakes while racing to prevent a nuclear catastrophe.,7.7,7.7,2018
M.I. - Dead Reckoning,movie,action,"AI-threat, keys",tense,Ethan must track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands.,7.7,7.7,2023
M.I. - The Final Reckoning,movie,action,"closure, legacy",epic,The ultimate showdown where Ethan Hunt must confront the Entity one last time to decide the future of the IMF.,8,8,2025
Predator,movie,sci-fi,"hunting, jungle-survival",gritty,A special forces team on a mission in the jungle finds themselves being hunted by an extraterrestrial warrior with advanced tech.,7.8,7.8,1987
Predator 2,movie,sci-fi,"urban-warfare, gangs",violent,"The Predator returns, this time choosing the concrete jungle of Los Angeles as his hunting ground during a massive gang war.",6.3,6.3,1990
Predators,movie,sci-fi,"selection, alien-planet",intense,A group of elite warriors are abducted and brought to an alien planet to be hunted by a new breed of super-Predators.,6.4,6.4,2010
The Predator,movie,sci-fi,"hybridization, evolution",chaotic,"When a young boy accidentally triggers the return of the Predators to Earth, a ragtag crew of soldiers must stop the hunt.",5.3,5.5,2018
Prey,movie,sci-fi,"survival, heritage",raw,"In the Comanche Nation 300 years ago, a skilled female warrior protects her tribe from a highly evolved alien Predator.",7.1,7.1,2022
Predator: Killer of Killers,movie,sci-fi,"stealth, internal-conflict",dark,An elite Predator must hunt down its own kind after a splinter group begins violating the ancient code of the hunt.,7.2,7.2,2025
Predator: Badlands,movie,sci-fi,"survival, sisterhood",visceral,Two sisters in a harsh environment are forced to fight for their lives when they become the targets of a multi-Predator pack.,7.3,7.5,2025
Alien vs. Predator,movie,sci-fi,"rivalry, ancient-civilization",dark,An expedition to Antarctica discovers an underground pyramid where two legendary alien races are locked in a deadly war.,5.7,6.5,2004
Aliens vs. Predator: Requiem,movie,sci-fi,"infestation, small-town",gruesome,"The warring alien species crash-land in a small Colorado town, forcing the residents to survive the crossfire.",4.6,6.2,2007
Episode IV: A New Hope,movie,sci-fi,"rebellion, destiny",nostalgic,A farm boy joins a galactic rebellion and learns the ways of the Force to save the galaxy from the Death Star.,8.6,8.6,1977
Episode V: The Empire Strikes Back,movie,sci-fi,"training, revelation",somber,"After the Rebels are defeated on Hoth, Luke seeks out a Jedi Master while his friends are hunted by Darth Vader.",8.7,8.7,1980
Episode VI: Return of the Jedi,movie,sci-fi,"redemption, family",heroic,The Rebel Alliance makes a final stand against the Empire as Luke confronts his father for the fate of the galaxy.,8.3,8.3,1983
Episode I: The Phantom Menace,movie,sci-fi,"trade, prophecy",grand,Two Jedi knights discover a young boy with immense potential while trying to protect a queen from a blockade.,6.5,6.5,1999
Episode II: Attack of the Clones,movie,sci-fi,"romance, conspiracy",vibrant,"Ten years later, Anakin Skywalker begins a forbidden romance while the Republic is threatened by a separatist movement.",6.6,6.6,2002
Episode III: Revenge of the Sith,movie,sci-fi,"fall, betrayal",dark,"As the Clone Wars reach their climax, Anakin is seduced by the dark side, leading to the birth of the Galactic Empire.",7.6,7.6,2005
The Clone Wars,movie,sci-fi,"war, master-apprentice",adventurous,Anakin and his new Padawan Ahsoka Tano must rescue the son of Jabba the Hutt to secure a vital alliance for the Republic.,5.9,6,2008
Episode VII: The Force Awakens,movie,sci-fi,"legacy, new-threat",nostalgic,"Three decades after the Empire's defeat, a new threat rises, prompting a scavenger and a defector to seek out the lost Luke Skywalker.",7.8,7.8,2015
The Rise of Skywalker,movie,sci-fi,"heritage, finality",epic,The surviving Resistance faces the First Order once more in a final battle that will decide the fate of the Jedi and the Sith.,6.5,6.5,2019
Godzilla,movie,"sci-fi, action","nature, radiation, monsters",ominous,"The world is beset by the appearance of giant creatures, but one ancient ""Alpha Predator"" rises to restore the balance of nature.",6.4,6.5,2014
Kong: Skull Island,movie,"adventure, action","evolution, war, isolation",vibrant,"In 1973, scientists and soldiers explore an unmapped island in the Pacific, unaware that they are intruding on the domain of the mighty Kong.",6.7,7,2017
Godzilla: King of the Monsters,movie,"sci-fi, action","extinction, hierarchy, titans",epic,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla and his ultimate nemesis, King Ghidorah.",6,6.5,2019
Godzilla vs. Kong,movie,"sci-fi, action","rivalry, hollow-earth, tech",spectacular,"The two greatest icons in motion picture history face off in a spectacular battle for the ages, while humans uncover a conspiracy.",6.3,6.5,2021
Godzilla x Kong: The New Empire,movie,"sci-fi, action","alliance, ancient-evil, origins",high-energy,Godzilla and Kong must unite against a colossal undiscovered threat hidden within our world that challenges their very existence.,6.4,7,2024
Godzilla Minus One,movie,"sci-fi, drama","postwar-trauma, guilt, hope",powerful,"In postwar Japan, a new terror rises in the form of Godzilla, forcing devastated survivors to find a reason to fight back.",8.2,8.2,2023
Alien,movie,"sci-fi, horror","space-survival, pregnancy, corporatism",terrifying,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission on a remote planet.,8.5,8.5,1979
Aliens,movie,"sci-fi, action","motherhood, military, survival",intense,"After floating in space for 57 years, Ellen Ripley returns to the planet where she first met the Alien, this time with a squad of Marines.",8.4,8.4,1986
Alien 3,movie,"sci-fi, horror","religion, sacrifice, nihilism",grim,"After her escape pod crashes on a desolate prison planet, Ripley discovers she has brought an unwanted visitor with her.",6.4,6.5,1992
Alien: Resurrection,movie,"sci-fi, horror","cloning, identity, genetic-waste",bizarre,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid to help a group of mercenaries fight a new outbreak.",6.2,6.3,1997
Prometheus,movie,"sci-fi, mystery","creation, engineers, mortality",atmospheric,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe.",7,7.2,2012
Alien: Covenant,movie,"sci-fi, horror","creation, AI-god-complex, colonizing",dark,"The crew of a colony ship find what they believe is an uncharted paradise, only to uncover a terrifying world and a dark secret.",6.4,7,2017
Alien: Romulus,movie,"sci-fi, horror","youth, corporate-greed, biology",visceral,"While scavenging a derelict space station, a group of young colonizers come face-to-face with the universe's most terrifying lifeform.",7.2,7.2,2024
Game of Thrones,series,"fantasy, drama","power, betrayal, prophecy","epic, gritty","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",9.2,9.5,2011
Money Heist,series,"crime, thriller","resistance, heist, family","intense, smart",An unusual group of robbers attempt to carry out the most perfect heist in Spanish history—stealing 2.4 billion euros from the Royal Mint.,8.2,8.5,2017
Dark,series,"sci-fi, mystery","time-travel, paradox, fate",mind-bending,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",8.7,8.7,2017
True Detective,series,"crime, mystery","nihilism, ritual-crime, trauma",atmospheric,"Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",8.9,8.9,2014
Stranger Things,series,"sci-fi, horror","nostalgia, friendship, parallel-world","mysterious, fun","When a young boy disappears, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",8.7,8.7,2016
Breaking Bad,series,"crime, drama","transformation, ego, morality","gritty, tense",A high school chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine to secure his family's future.,9.5,9.5,2008
Peaky Blinders,series,"crime, drama","ambition, post-war, family-loyalty","stylish, gritty","A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",8.8,8.8,2013
Sherlock,series,"mystery, crime","intellect, friendship, deduction","smart, fast-paced",A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London with high-tech tools and brilliant logic.,9.1,9,2010
Vikings,series,"history, action","conquest, religion, legacy","brutal, epic","Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a warrior and farmer who yearns to explore and raid the distant shores.",8.5,8.5,2013
Prison Break,series,"thriller, crime","brotherhood, conspiracy, escape",intense,"An engineer installs himself in a prison he helped design, in order to save his falsely accused brother from a death sentence.",8.3,8.2,2005
The Last of Us,series,"sci-fi, drama","survival, found-family, plague","emotional, raw","After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.",8.7,8.7,2023
Normal People,series,"drama, romance","class, vulnerability, growth","intimate, somber","Follows Marianne and Connell, from different backgrounds but the same small town in Ireland, as they weave in and out of each other's romantic lives.",8.4,8.7,2020
Jack Ryan,series,"action, thriller","espionage, terrorism, geopolitics","slick, tense",An up-and-coming CIA analyst is thrust into a dangerous field assignment for the first time as he uncovers a pattern in terrorist communication.,8,8,2018
Reacher,series,"action, crime","justice, wandering, strength","tough, satisfying","When retired Military Police Officer Jack Reacher is arrested for a murder he did not commit, he finds himself in the middle of a deadly conspiracy.",8,8,2022
The Boys,series,"action, comedy","satire, corruption, power","irreverent, violent",A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers and the corporate entity that manages them.,8.7,8.8,2019
Sex Education,series,"comedy, drama","identity, therapy, adolescence",heartwarming,"A social awkward high school student with a sex therapist mother teams up with a ""bad girl"" to set up an underground sex therapy clinic at school.",8.2,8.2,2019
Elite,series,"mystery, drama","class-warfare, crime, youth",provocative,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.",7.2,7.2,2018
The Mandalorian,series,"sci-fi, fantasy","honor, protection, bounty-hunting",adventurous,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic, protecting a mysterious child.",8.6,8.8,2019
From,series,"horror, mystery","trap, survival, monsters",terrifying,"Unravel the mystery of a city in middle America that traps everyone who enters, as residents fight to survive the threats of the surrounding forest.",7.7,8,2022
The Day of the Jackal,series,"thriller, crime","assassination, espionage, chase","sleek, cold","An unrivaled and highly elusive lone assassin makes his living carrying out hits for the highest fee, while an intelligence officer hunts him.",8.1,8.4,2024
Narcos,series,"crime, drama","drugs, law-enforcement, cartels","gritty, documentary-style","A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country.",8.8,8.8,2015
A Knight of the Seven Kingdoms,series,"fantasy, adventure","honor, knighthood, feudalism","episodic, lighthearted","A century before Game of Thrones, a young, naïve but courageous ""hedge knight"" and his diminutive squire wander Westeros.",8.5,8.5,2026
Alien: Earth,series,"sci-fi, horror","bio-threat, corporate-greed, AI","visceral, tense","When a spacecraft crash-lands on Earth, a young woman and a group of soldiers make a discovery that puts them face-to-face with the planet's biggest threat.",7.8,7.8,2025
Monarch: Legacy of Monsters,series,"sci-fi, action","titans, lineage, conspiracy","grand, mysterious","Following the thunderous battle between Godzilla and the Titans, two siblings uncover their family's connection to the secretive organization known as Monarch.",7,7.5,2023
Cobra Kai,series,"action, comedy","rivalry, legacy, karate","nostalgic, fun","Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.",8.5,8.5,2018
